cutoff,9,,,,,,,,,
Database,h2_pem,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Activity,"hydrogen production, electrolysis, 25 bar, domestic, EP2050",,,,,,,,,
production amount,1.00E+00,,,,,,,,,
comment,"1 kg H2 produced using a PEM electrolyzer. Source: Bareiß, K., de la Rua, C., Möckl, M., Hamacher, T., 2019. Life cycle assessment of hydrogen from proton exchange membrane water electrolysis in future energy systems 237, 862-872. 10.1016/j.apenergy.2019.01.001",,,,,,,,,
reference product,"hydrogen, gaseous",,,,,,,,,
location,CH,,,,,,,,,
unit,kilogram,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,type,reference product,categories,comment,,
"hydrogen production, electrolysis, 25 bar, domestic, EP2050",1.00E+00,h2_pem,CH,kilogram,production,"hydrogen, gaseous",,,,
"electrolyzer, PEM, Balance of Plant",3.28E-07,h2_pem,GLO,unit,technosphere,"electrolyzer, PEM, Balance of Plant",,"Assuming lifetime of electrolyzer stack of 7 years, BOP 20 years",,
"electrolyzer, PEM, Stack",9.38E-07,h2_pem,GLO,unit,technosphere,"electrolyzer, PEM, Stack",,,,
"market for electricity, low voltage",5.46E+01,ecoinvent 3.7.1,CH,kilowatt hour,technosphere,"electricity, low voltage",,Electricity consumption with 61% eff.,,
"market for water, deionised",1.20E+01,ecoinvent 3.7.1,Europe without Switzerland,kilogram,technosphere,"water, deionised",,"A perfect reaction of H2O results in 1 kg H2 and 8 kg O2, and needs 9 kg H2O, however, considering some losses we assume 12 kg H2O. ",,
Oxygen,8.00E+00,biosphere3,,kilogram,biosphere,,air,this flow is available if ecoinvent 3.8 is used,,
,,,,,,,,,,
Activity,"hydrogen production, electrolysis, 25 bar, imported, EP2050",,,,,,,,,
production amount,1.00E+00,,,,,,,,,
comment,"1 kg H2 produced using a PEM electrolyzer. Source: Bareiß, K., de la Rua, C., Möckl, M., Hamacher, T., 2019. Life cycle assessment of hydrogen from proton exchange membrane water electrolysis in future energy systems 237, 862-872. 10.1016/j.apenergy.2019.01.001",,,,,,,,,
reference product,"hydrogen, gaseous",,,,,,,,,
location,CH,,,,,,,,,
unit,kilogram,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,type,reference product,categories,comment,,
"hydrogen production, electrolysis, 25 bar, imported, EP2050",1.00E+00,h2_pem,CH,kilogram,production,"hydrogen, gaseous",,,,
"electrolyzer, PEM, Balance of Plant",3.28E-07,h2_pem,GLO,unit,technosphere,"electrolyzer, PEM, Balance of Plant",,"Assuming lifetime of electrolyzer stack of 7 years, BOP 20 years",,
"electrolyzer, PEM, Stack",9.38E-07,h2_pem,GLO,unit,technosphere,"electrolyzer, PEM, Stack",,,,
"market for electricity, low voltage",5.46E+01,ecoinvent 3.7.1,CH,kilowatt hour,technosphere,"electricity, low voltage",,Electricity consumption with 61% eff.,,
"market for water, deionised",1.20E+01,ecoinvent 3.7.1,Europe without Switzerland,kilogram,technosphere,"water, deionised",,"A perfect reaction of H2O results in 1 kg H2 and 8 kg O2, and needs 9 kg H2O, however, considering some losses we assume 12 kg H2O. ",,
Oxygen,8.00E+00,biosphere3,,kilogram,biosphere,,air,this flow is available if ecoinvent 3.8 is used,,
,,,,,,,,,,
,,,,,,,,,,
Activity,"electrolyzer, PEM",,,,,,,,,
production amount,1.00E+00,,,,,,,,,
comment,"1 MW PEM electrolyzer based on Bareiß, K., de la Rua, C., Möckl, M., Hamacher, T., 2019. Life cycle assessment of hydrogen from proton exchange membrane water electrolysis in future energy systems 237, 862-872. 10.1016/j.apenergy.2019.01.001",,,,,,,,,
reference product,"electrolyzer, PEM",,,,,,,,,
location,GLO,,,,,,,,,
unit,unit,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,type,reference product,categories,comment,,
"electrolyzer, PEM",1.00E+00,h2_pem,GLO,unit,production,"electrolyzer, PEM",,,,
"electrolyzer, PEM, Balance of Plant",3.50E-01,h2_pem,GLO,unit,technosphere,"electrolyzer, PEM, Balance of Plant",,"Assuming lifetime of electrolyzer stack of 7 years, BOP 20 years",,
"electrolyzer, PEM, Stack",1.00E+00,h2_pem,GLO,unit,technosphere,"electrolyzer, PEM, Stack",,,,
,,,,,,,,,,
,,,,,,,,,,
Activity,"electrolyzer, PEM, Stack",,,,,,,,,
production amount,1.00E+00,,,,,,,,,
comment,"1 MW PEM electrolyzer based on Bareiß, K., de la Rua, C., Möckl, M., Hamacher, T., 2019. Life cycle assessment of hydrogen from proton exchange membrane water electrolysis in future energy systems 237, 862-872. 10.1016/j.apenergy.2019.01.001",,,,,,,,,
reference product,"electrolyzer, PEM, Stack",,,,,,,,,
location,GLO,,,,,,,,,
unit,unit,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,type,reference product,categories,comment,,
"electrolyzer, PEM, Stack",1.00E+00,h2_pem,GLO,unit,production,"electrolyzer, PEM, Stack",,,,
market for titanium,5.28E+02,ecoinvent 3.7.1,GLO,kilogram,technosphere,titanium,,,,
"market for aluminium, wrought alloy",2.70E+01,ecoinvent 3.7.1,GLO,kilogram,technosphere,"aluminium, wrought alloy",,,,
"market for steel, chromium steel 18/8, hot rolled",1.00E+02,ecoinvent 3.7.1,GLO,kilogram,technosphere,"steel, chromium steel 18/8, hot rolled",,,,
"market for copper, anode",4.50E+00,ecoinvent 3.7.1,GLO,kilogram,technosphere,"copper, anode",,,,
"market for activated carbon, granular",9.00E+00,ecoinvent 3.7.1,GLO,kilogram,technosphere,"activated carbon, granular",,,,
market for tetrafluoroethylene,1.32E+01,ecoinvent 3.7.1,GLO,kilogram,technosphere,tetrafluoroethylene,,"Nafion (PTFE+H2SO4), TFE used as best approximation for PTFE (see https://hal-emse.ccsd.cnrs.fr/emse-01392130/file/Environmental%20assessment%20of%20proton%20exchange%20membrane%20fuel%20cell%20platinum%20catalyst%20recycling.pdf). ",,
market for sulfuric acid,2.80E+00,ecoinvent 3.7.1,RoW,kilogram,technosphere,sulfuric acid,,"Nafion (PTFE+H2SO4), TFE used as best approximation for PTFE (see https://hal-emse.ccsd.cnrs.fr/emse-01392130/file/Environmental%20assessment%20of%20proton%20exchange%20membrane%20fuel%20cell%20platinum%20catalyst%20recycling.pdf). ",,
market for platinum,7.50E-02,ecoinvent 3.7.1,GLO,kilogram,technosphere,platinum,,,,
"Iridium, in ground",7.50E-01,biosphere3,,kilogram,biosphere,,natural resource::in ground,,,
,,,,,,,,,,
,,,,,,,,,,
Activity,"electrolyzer, PEM, Balance of Plant",,,,,,,,,
production amount,1.00E+00,,,,,,,,,
comment,"1 MW PEM electrolyzer based on Bareiß, K., de la Rua, C., Möckl, M., Hamacher, T., 2019. Life cycle assessment of hydrogen from proton exchange membrane water electrolysis in future energy systems 237, 862-872. 10.1016/j.apenergy.2019.01.001",,,,,,,,,
reference product,"electrolyzer, PEM, Balance of Plant",,,,,,,,,
location,GLO,,,,,,,,,
unit,unit,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,type,reference product,categories,comment,,
"electrolyzer, PEM, Balance of Plant",1.00E+00,h2_pem,GLO,unit,production,"electrolyzer, PEM, Balance of Plant",,,,
"market for steel, chromium steel 18/8",1.90E+03,ecoinvent 3.7.1,GLO,kilogram,technosphere,"steel, chromium steel 18/8",,,,
"market for steel, low-alloyed",4.80E+03,ecoinvent 3.7.1,GLO,kilogram,technosphere,"steel, low-alloyed",,,,
"market for copper, anode",1.00E+02,ecoinvent 3.7.1,GLO,kilogram,technosphere,"copper, anode",,,,
"market for aluminium, wrought alloy",1.00E+02,ecoinvent 3.7.1,GLO,kilogram,technosphere,"aluminium, wrought alloy",,,,
"market for polypropylene, granulate",3.00E+02,ecoinvent 3.7.1,GLO,kilogram,technosphere,"polypropylene, granulate",,,,
"market for electronics, for control units",1.10E+03,ecoinvent 3.7.1,GLO,kilogram,technosphere,"electronics, for control units",,,,
"market group for concrete, normal",2.33E+00,ecoinvent 3.7.1,GLO,cubic meter,technosphere,"concrete, normal",,2400 kg/m3,,
"market for chemical, organic",2.00E+02,ecoinvent 3.7.1,GLO,kilogram,technosphere,"chemical, organic",,"adsorbent, lubricant",,
"Transformation, from grassland, natural (non-use)",1.49E+01,biosphere3,,square meter,biosphere,,natural resource::land,,,
"Transformation, to industrial area",1.49E+01,biosphere3,,square meter,biosphere,,natural resource::land,,,
"Occupation, industrial area",2.97E+02,biosphere3,,square meter-year,biosphere,,natural resource::land,,,
,,,,,,,,,,
Activity,"Diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation, EP2050",,,,,,,,,
production amount,1,,,,,,,,,
reference product,"Diesel, synthetic",,,,,,,,,
type,process,,,,,,,,,
unit,kilogram,,,,,,,,,
location,CH,,,,,,,,,
comment,"Adapted from van der Giesen et al. 2014. LHV: 43.3 MJ/kg, Formula: C13H18, Density: 7551 kg/m3. Energy-based allocation between 3 other co-products. Allocation key for this co-product: 37%. Post corrected to preserve carbon balance.",,,,,,,,,
source,"Energy and Climate Impacts of Producing Synthetic Hydrocarbon Fuels from CO2, Coen van der Giesen, René Kleijn, and Gert Jan Kramer, Environmental Science & Technology 2014 48 (12), 7111-7121, DOI: 10.1021/es500191g",,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,location,unit,categories,type,reference product,database,comment,,
"Diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation, EP2050",1,CH,kilogram,,production,"Diesel, synthetic",Car db,From PEM electrolysis,,
"Syngas, RWGS, Production, for Fischer Tropsch process, hydrogen from electrolysis, EP2050",2.26,CH,kilogram,,technosphere,"Syngas, RWGS, Production, for Fischer Tropsch process, hydrogen from electrolysis",Car db,,,
Gas-to-liquid plant construction,6.70E-12,GLO,unit,,technosphere,Gas-to-liquid plant,Car db,,,
"Carbon dioxide, in air",0.05,,kilogram,natural resource::in air,biosphere,,biosphere3,,,
,,,,,,,,,,
Activity,"Syngas, RWGS, Production, for Fischer Tropsch process, hydrogen from electrolysis, EP2050",,,,,,,,,
production amount,1,,,,,,,,,
reference product,"Syngas, RWGS, Production, for Fischer Tropsch process, hydrogen from electrolysis",,,,,,,,,
type,process,,,,,,,,,
unit,kilogram,,,,,,,,,
location,CH,,,,,,,,,
comment,Adapted from van der Giesen et al. 2014. Density of syngas: 0.470kg/m3 @1 bar. LHV: 23.9 MJ/kg.,,,,,,,,,
source,"Energy and Climate Impacts of Producing Synthetic Hydrocarbon Fuels from CO2, Coen van der Giesen, René Kleijn, and Gert Jan Kramer, Environmental Science & Technology 2014 48 (12), 7111-7121, DOI: 10.1021/es500191g",,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,location,unit,categories,type,reference product,,,,
"Carbon monoxide, from RWGS, for Fischer Tropsch process, hydrogen from electrolysis, EP2050",0.875,CH,kilogram,,technosphere,"Carbon monoxide, from RWGS",,,,
"hydrogen production, gaseous, 25 bar, from electrolysis",0.125,RER,kilogram,,technosphere,"Hydrogen, gaseous, 25 bar",,,,
"Syngas, RWGS, Production, for Fischer Tropsch process, hydrogen from electrolysis, EP2050",1,CH,kilogram,,production,"Syngas, RWGS, Production, for Fischer Tropsch process, hydrogen from electrolysis",,,,
RWGS tank construction,0.00000571,GLO,unit,,technosphere,,,,,
,,,,,,,,,,
Activity,"Carbon monoxide, from RWGS, for Fischer Tropsch process, hydrogen from electrolysis, EP2050",,,,,,,,,
production amount,1,,,,,,,,,
reference product,"Carbon monoxide, from RWGS",,,,,,,,,
type,process,,,,,,,,,
unit,kilogram,,,,,,,,,
location,CH,,,,,,,,,
comment,Adapted from van der Giesen et al. 2014. Density of syngas: 0.470kg/m3 @1 bar. LHV: 23.9 MJ/kg.,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,location,unit,categories,type,reference product,,,,
"Carbon monoxide, from RWGS, for Fischer Tropsch process, hydrogen from electrolysis, EP2050",1,CH,kilogram,,production,"Carbon monoxide, from RWGS",,,,
"hydrogen production, gaseous, 25 bar, from electrolysis",0.07,RER,kilogram,,technosphere,"Hydrogen, gaseous, 25 bar",,,,
"carbon dioxide, captured from atmosphere",1.57,RER,kilogram,,technosphere,"carbon dioxide, captured from the atmosphere",,,,
Fixed bed reactor for RWGS,1.93E-09,RER,unit,,technosphere,Fixed bed reactor,,,,
,,,,,,,,,,
Activity,"carbon dioxide, captured from atmosphere, EP2050",,,,,,,,,
location,CH,,,,,,,,,
unit,kilogram,,,,,,,,,
reference product,"carbon dioxide, captured from the atmosphere",,,,,,,,,
comment,"assumptions: uses a high temperature heat pump heat with a CoP of 2.9 (MAJOR assumption) and electricity from grid, DAC unit located 1 km away from the synfuel plant, CO2 pressurized to 25 bar",,,,,,,,,
source,"Life cycle assessment of direct air carbon capture and storage with low-carbon energy sources. Tom Terlouw, Karin Treyer, Christian Bauer and Marco Mazzotti. 2021. Energy & Environmental Science",,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,categories,type,reference product,comment,,
"carbon dioxide, captured from atmosphere, EP2050",1,carculator db,CH,kilogram,,production,"carbon dioxide, captured from the atmosphere",,,
"Carbon dioxide, in air",1,biosphere3,,kilogram,natural resource::in air,biosphere,,,,
"Carbon dioxide, non-fossil",0.021,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
carbon dioxide capture system,1,carculator db,RER,unit,,technosphere,,,,
"market for electricity, low voltage",0.517,cutoff 36,CH,kilowatt hour,,technosphere,"electricity, low voltage","waste heat, burden-free",,
"market for air compressor, screw-type compressor, 300kW",9.89E-10,cutoff 36,GLO,unit,,technosphere,"air compressor, screw-type compressor, 300kW",scaled down to compress to 25 bar,,
"market for electricity, low voltage",0.578,cutoff 36,CH,kilowatt hour,,technosphere,"electricity, low voltage",of which 0.078kWh to compress CO2 from 1 atm to 25 bar,,
"market for gas turbine, 10MW electrical",2.54E-11,cutoff 36,GLO,unit,,technosphere,"gas turbine, 10MW electrical",,,
"treatment of spent anion exchange resin from potable water production, municipal incineration",-0.003,cutoff 36,RoW,kilogram,,technosphere,spent anion exchange resin from potable water production,sorbant,,
"market for transport, freight, lorry, unspecified",0.0000744,cutoff 36,RER,ton kilometer,,technosphere,"transport, freight, lorry, unspecified",,,
"transport, pipeline, supercritical CO2, 200km w/o recompression",0.001,carculator db,RER,ton kilometer,,technosphere,"transport, pipeline, supercritical CO2, 200km w/o recompression",pipeline of 1 km long,,
,,,,,,,,,,
Activity,"diesel production, synthetic, from Fischer Tropsch process, hydrogen from electrolysis, energy allocation, at fuelling station, EP2050",,,,,,,,,
location,CH,,,,,,,,,
production amount,1,,,,,,,,,
reference product,"diesel, synthetic, vehicle grade",,,,,,,,,
type,process,,,,,,,,,
unit,kilogram,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,location,unit,categories,type,uncertainty type,loc,allocation,comment,reference product
"diesel production, synthetic, from Fischer Tropsch process, hydrogen from electrolysis, energy allocation, at fuelling station, EP2050",1,CH,kilogram,,production,,,100,,"diesel, synthetic, vehicle grade"
"Diesel production, synthetic, Fischer Tropsch process, hydrogen from electrolysis, energy allocation, EP2050",1.00057,CH,kilogram,,technosphere,,,,,"Diesel, synthetic"
"market group for electricity, low voltage",0.0067,RER,kilowatt hour,,technosphere,,,,,"electricity, low voltage"
market for fly ash and scrubber sludge,-0.000168,Europe without Switzerland,kilogram,,technosphere,,,,,fly ash and scrubber sludge
"market for heat, central or small-scale, other than natural gas",0.000584,CH,megajoule,,technosphere,,,,,"heat, central or small-scale, other than natural gas"
"infrastructure construction, for regional distribution of oil product",2.6E-10,RER,unit,,technosphere,,,,,"infrastructure, for regional distribution of oil product"
market for municipal solid waste,-0.00000627,CH,kilogram,,technosphere,,,,,municipal solid waste
market for rainwater mineral oil storage,-0.000075,Europe without Switzerland,cubic meter,,technosphere,,,,,rainwater mineral oil storage
market for tap water,0.000689,Europe without Switzerland,kilogram,,technosphere,,,,,tap water
"market for transport, freight train",0.0336,Europe without Switzerland,ton kilometer,,technosphere,,,,,"transport, freight train"
"market for transport, freight, lorry, unspecified",0.0326,RER,ton kilometer,,technosphere,,,,,"transport, freight, lorry, unspecified"
"treatment of wastewater, average, capacity 1E9l/year",-0.000000689,Europe without Switzerland,cubic meter,,technosphere,,,,,"wastewater, average"
"Carbon dioxide, non-fossil",0.0017898,,kilogram,air,biosphere,,,,,
,,,,,,,,,,
Activity,"methanol distillation, hydrogen from electrolysis, CO2 from DAC, EP2050",,,,,,,,,
production amount,1,,,,,,,,,
comment,LHV: 19.9 MJ/kg,,,,,,,,,
reference product,"methanol, purified",,,,,,,,,
type,process,,,,,,,,,
unit,kilogram,,,,,,,,,
source,"Methanol process adapted from Comparative well-to-wheel life cycle assessment of OME3–5 synfuel production via the power-to-liquid pathway, Hank et al. 2019. https://doi.org/10.1039/C9SE00658C",,,,,,,,,
location,CH,,,,,,,,,
comment,"Adapted from Comparative well-to-wheel life cycle assessment of OME3–5 synfuel production via the power-to-liquid pathway, Hank et al. 2019
assumptions: uses a high temperature heat pump (MAJOR assumption) with a CoP of 2.9.",,,,,,,,,
source,"Comparative well-to-wheel life cycle assessment of OME3–5 synfuel production via the power-to-liquid pathway. Christoph Hank, Lukas Lazar, Franz Mantei, Mohamed Ouda, Robin J. White, Tom Smolinka, Achim Schaadt, Christopher Hebling and Hans-Martin Henning. 2019. https://doi.org/10.1039/C9SE00658C",,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,location,unit,categories,type,reference product,database,,,
"methanol synthesis, hydrogen from electrolysis, CO2 from DAC, EP2050",1,CH,kilogram,,technosphere,"methanol, unpurified",LPG,,,
"methanol distillation, hydrogen from electrolysis, CO2 from DAC, EP2050",1,CH,kilogram,,production,"methanol, purified",LPG,,,
"market for electricity, low voltage",0.336206897,CH,kilowatt hour,,technosphere,"electricity, low voltage",,,,
"Carbon dioxide, non-fossil",0.132067588,,kilogram,air,biosphere,,biosphere3,,,
"Carbon monoxide, non-fossil",1.66941E-06,,kilogram,air,biosphere,,biosphere3,,,
"methanol production facility, construction",12.45682789,RER,unit,,technosphere,"methanol production facility, construction",LPG,,,
,,,,,,,,,,
Activity,"methanol synthesis, hydrogen from electrolysis, CO2 from DAC, EP2050",,,,,,,,,
production amount,1,,,,,,,,,
reference product,"methanol, unpurified",,,,,,,,,
type,process,,,,,,,,,
unit,kilogram,,,,,,,,,
location,CH,,,,,,,,,
comment,"Adapted from Comparative well-to-wheel life cycle assessment of
OME3–5 synfuel production via the power-to-liquid
pathway, Hank et al. 2019",,,,,,,,,
source,"Comparative well-to-wheel life cycle assessment of OME3–5 synfuel production via the power-to-liquid pathway. Christoph Hank, Lukas Lazar, Franz Mantei, Mohamed Ouda, Robin J. White, Tom Smolinka, Achim Schaadt, Christopher Hebling and Hans-Martin Henning. 2019. https://doi.org/10.1039/C9SE00658C",,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,location,unit,categories,type,reference product,database,,,
"methanol production facility, construction",12.89,RER,unit,,technosphere,"methanol production facility, construction",Car db,,,
"methanol synthesis, hydrogen from electrolysis, CO2 from DAC, EP2050",1,CH,kilogram,,production,"methanol, unpurified",Car db,,,
market for tap water,68.81959911,Europe without Switzerland,kilogram,,technosphere,tap water,ecoinvent,,,
"market for electricity, low voltage",0.302895323,CH,kilowatt hour,,technosphere,"electricity, low voltage",ecoinvent,,,
market for zinc oxide,7.92873E-06,GLO,kilogram,,technosphere,zinc oxide,ecoinvent,,,
market for copper oxide,2.11359E-05,GLO,kilogram,,technosphere,copper oxide,ecoinvent,,,
"market for aluminium oxide, metallurgical",3.96437E-06,"IAI Area, EU27 & EFTA",kilogram,,technosphere,"aluminium oxide, metallurgical",ecoinvent,,,
"hydrogen production, gaseous, 25 bar, from electrolysis",0.138975501,RER,kilogram,,technosphere,"Hydrogen, gaseous, 25 bar",Car db,,,
"carbon dioxide, captured from atmosphere",1.690423163,RER,kilogram,,technosphere,"carbon dioxide, captured from the atmosphere",Car db,,,
"treatment of wastewater, average, capacity 1E9l/year",-0.068819599,Europe without Switzerland,cubic meter,,technosphere,"wastewater, average",ecoinvent,,,
,,,,,,,,,,
Activity,"gasoline production, from methanol, hydrogen from electrolysis, CO2 from DAC, energy allocation, EP2050",,,,,,,,,
production amount,1,,,,,,,,,
reference product,"gasoline, synthetic",,,,,,,,,
type,process,,,,,,,,,
unit,kilogram,,,,,,,,,
location,CH,,,,,,,,,
comment,"CO2 emission factor: 3.14 kg/kg fuel. Co-product of Methanol-to-Gasoline process. Methanol from hydrogen and CO. CO from direct air capture. Co-produced together with diesel, LPG and kerosene, but optimized for gasoline production. Allocation key for gasoline: 47%. Carbon balance correction applied.",,,,,,,,,
source,https://www.fvv-net.de/fileadmin/user_upload/medien/materialien/FVV-Kraftstoffstudie_LBST_2013-10-30.pdf,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,location,unit,categories,type,database,reference product,comment,,
"gasoline production, from methanol, hydrogen from electrolysis, CO2 from DAC, energy allocation, EP2050",1,CH,kilogram,,production,Methanol-based fuels,"gasoline, synthetic",,,
"methanol distillation, hydrogen from electrolysis, CO2 from DAC, EP2050",2.371,CH,kilogram,,technosphere,Methanol-based fuels,"methanol, purified",,,
"Carbon dioxide, non-fossil",0.11,,kilogram,air,biosphere,biosphere3,,"To close the carbon balance, as there is 1.55 kg of CO2 per kg of methanol.",,
"market for electricity, low voltage",0.0436264,CH,kilowatt hour,,technosphere,ecoinvent,"electricity, low voltage",,,
"hydrogen production, gaseous, 25 bar, from electrolysis",0.02371,RER,kilogram,,technosphere,ecoinvent,"Hydrogen, gaseous, 25 bar","hydrogen, 4kg per ton of methanol processed",,
,,,,,,,,,,
Activity,"gasoline production, synthetic, from methanol, hydrogen from electrolysis, CO2 from DAC, energy allocation, at fuelling station, EP2050",,,,,,,,,
location,CH,,,,,,,,,
production amount,1,,,,,,,,,
reference product,"gasoline, synthetic, vehicle grade",,,,,,,,,
type,process,,,,,,,,,
unit,kilogram,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,location,unit,categories,type,uncertainty type,loc,allocation,comment,reference product
"gasoline production, synthetic, from methanol, hydrogen from electrolysis, CO2 from DAC, energy allocation, at fuelling station, EP2050",1,CH,kilogram,,production,,,100,,"gasoline, synthetic, vehicle grade"
"gasoline production, from methanol, hydrogen from electrolysis, CO2 from DAC, energy allocation, EP2050",1.00057,CH,kilogram,,technosphere,,,,,"gasoline, synthetic"
"market for electricity, low voltage",0.0067,CH,kilowatt hour,,technosphere,,,,,"electricity, low voltage"
market for fly ash and scrubber sludge,-0.000168,Europe without Switzerland,kilogram,,technosphere,,,,,fly ash and scrubber sludge
"market for heat, central or small-scale, other than natural gas",0.000584,CH,megajoule,,technosphere,,,,,"heat, central or small-scale, other than natural gas"
"infrastructure construction, for regional distribution of oil product",2.6E-10,RER,unit,,technosphere,,,,,"infrastructure, for regional distribution of oil product"
market for municipal solid waste,-0.00000627,CH,kilogram,,technosphere,,,,,municipal solid waste
market for rainwater mineral oil storage,-0.000075,Europe without Switzerland,cubic meter,,technosphere,,,,,rainwater mineral oil storage
market for tap water,0.000689,Europe without Switzerland,kilogram,,technosphere,,,,,tap water
"market for transport, freight train",0.0336,Europe without Switzerland,ton kilometer,,technosphere,,,,,"transport, freight train"
"market for transport, freight, lorry, unspecified",0.0326,RER,ton kilometer,,technosphere,,,,,"transport, freight, lorry, unspecified"
"treatment of wastewater, average, capacity 1E9l/year",-0.000000689,Europe without Switzerland,cubic meter,,technosphere,,,,,"wastewater, average"
"Carbon dioxide, non-fossil",0.0017898,,kilogram,air,biosphere,,,,,